udi,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,type_enc,temp_diff,power_W,wear_rate,torque_speed_ratio,high_wear_flag,thermal_overload,air_temperature_roll_mean_5,air_temperature_roll_std_5,air_temperature_delta,air_temperature_lag1,process_temperature_roll_mean_5,process_temperature_roll_std_5,process_temperature_delta,process_temperature_lag1,rotational_speed_roll_mean_5,rotational_speed_roll_std_5,rotational_speed_delta,rotational_speed_lag1,torque_roll_mean_5,torque_roll_std_5,torque_delta,torque_lag1,tool_wear_roll_mean_5,tool_wear_roll_std_5,tool_wear_delta,tool_wear_lag1,PC1,PC2,PC3,cluster_raw,health_regime,health_regime_enc
5926,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,1,9.900000000000034,5306.642174762224,0.0234712785525192,0.019332921544575,0,0,300.38,0.130384048108677,-0.1000000000000227,300.3,310.24,0.089442719138136,-0.0999999999999659,310.2,1459.2,117.78030395613244,250.0,1369.0,43.1,10.408890430780817,-17.499999999999996,48.8,33.4,3.646916505761161,2.0,36.0,0.7141811061355001,-0.6032988064073055,-1.102136573299696,2,Degraded,1
5927,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,0,9.900000000000034,7705.698460725045,0.0284722222024498,0.0354861110864679,0,0,300.32,0.1303840481066203,0.0,300.2,310.2,0.1000000000330728,0.0,310.1,1480.0,98.12746812182074,-179.0,1619.0,41.9,8.575838151457878,19.8,31.3,35.8,3.962322551230975,3.0,38.0,-0.7589963594311293,0.907974507168114,-1.052954510000258,0,Critical,2
5928,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,0,9.900000000000034,5266.827723865728,0.0260764099296079,0.0184960582058847,0,0,300.26,0.0894427191007369,0.0,300.2,310.16,0.0894427191358195,0.0,310.1,1522.8,118.20829074138136,209.0,1440.0,39.34,9.8667623869231,-20.6,51.1,38.2,3.9623225512310176,2.0,41.0,0.8381201871747577,-0.7271618973053153,-1.02407183351855,2,Degraded,1
5929,M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0,1,9.900000000000034,6281.614510852792,0.0290322580457856,0.0249677419193756,0,0,300.22,0.0447213595475054,0.0,300.2,310.12,0.0447213596193928,0.0,310.1,1525.4,118.74047330206724,-99.0,1649.0,40.08,9.59489447570949,8.200000000000003,30.5,40.6,3.646916505761301,2.0,43.0,0.1593479017496676,-0.03127968086700567,-0.9913827220897885,0,Critical,2
5930,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,0,9.899999999999975,6962.732742102083,0.0326308633360769,0.030727396308139,0,0,300.22,0.0447213595475054,0.1000000000000227,300.2,310.12,0.0447213596193928,0.0999999999999659,310.1,1545.8,90.5742789096272,-79.0,1550.0,39.36,8.885831418612469,6.5,38.7,43.0,3.8078865529312393,3.0,45.0,-0.320465544838728,0.5801676625514922,-0.9450686741706696,0,Critical,2
5931,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,0,10.0,8013.4488770707,0.0337154416495512,0.0347943357823369,0,0,300.24,0.0547722557500953,0.0,300.3,310.16,0.0894427191358195,0.1000000000000227,310.2,1518.6,83.21838739124267,12.0,1471.0,43.42,8.92003363222362,6.399999999999999,45.2,45.4,3.6469165057613946,2.0,48.0,-0.568877534375915,0.9060708770512034,-0.915233378790089,0,Critical,2
5932,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,0,10.099999999999966,7610.864250488682,0.0389221556594894,0.0407185628437735,0,1,300.26000000000005,0.0547722557516923,0.0,300.3,310.22,0.1303840481297916,0.0999999999999659,310.3,1497.8,114.78545203987716,-147.0,1483.0,44.08,9.716841050464934,2.799999999999997,51.6,47.6,3.646916505761437,2.0,50.0,-1.0797523215226645,1.4951970679744975,-0.8825250442264004,0,Critical,2
5933,L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,0,10.0,5806.605701630015,0.0356435643329085,0.024158415825638,0,0,300.32,0.1095445115039981,0.1999999999999886,300.3,310.3,0.1581138830309116,0.1000000000000227,310.4,1471.0,81.46471628870339,179.0,1336.0,45.3,7.774316690230756,-17.799999999999997,54.4,49.8,3.492849839313956,2.0,52.0,0.38054102548953406,0.16958645930743643,-0.8558638608935862,0,Critical,2
5934,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,0,10.0,6815.182607138482,0.0407865986592959,0.0345229424366183,0,0,300.38,0.109544511506376,0.0,300.5,310.38,0.1303840481328603,0.0,310.5,1435.6,76.88172734791365,-142.0,1515.0,47.04,6.846020742007762,10.799999999999995,36.6,52.0,3.1622776601677223,2.0,54.0,-0.5457723560315365,1.118575418868991,-0.8225734733953024,0,Critical,2
5935,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,2,9.899999999999975,7795.841225932048,0.0398899587070908,0.0352132049276387,0,0,300.44,0.1341640786563004,0.1000000000000227,300.5,310.44,0.0894427191436496,0.0,310.5,1432.2,75.28412847339692,81.0,1373.0,48.24,6.967639485507306,3.800000000000004,47.4,54.0,3.162277660167767,2.0,56.0,-0.48338352361806003,1.1097030657975522,-0.7934862891963457,0,Critical,2
5936,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,0,10.0,5946.72073398012,0.0382746050800275,0.0209599027819198,0,0,300.48,0.109544511510357,-0.1000000000000227,300.6,310.48,0.0447213596395422,0.0,310.5,1464.8,122.9703216227352,192.0,1454.0,44.82,8.848841732113902,-16.700000000000003,51.2,56.6,4.219004621945381,5.0,58.0,0.8494809179061144,-0.30318967140898184,-0.7166205028701509,2,Degraded,1
5937,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,1,9.899999999999975,6046.560548511203,0.0419896640555622,0.0240956072195764,0,0,300.52,0.0447213595767723,0.0,300.5,310.48,0.0447213596395422,-0.1000000000000227,310.5,1507.2,102.26289649720928,-98.0,1646.0,41.4,7.40776619501457,2.799999999999997,34.5,59.2,4.6583258795405085,2.0,63.0,0.4062481980513443,0.08163329355611808,-0.6826226500758057,0,Critical,2
5938,M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,1,9.899999999999975,6323.041645978129,0.046511627875163,0.0282489739888857,0,0,300.54,0.0547722557740117,0.1000000000000227,300.5,310.48,0.0447213596395422,0.1000000000000227,310.4,1496.6,103.98461424652656,-86.0,1548.0,42.34,6.929141360948024,4.0,37.3,62.0,4.949747468305555,3.0,65.0,0.030567057723112252,0.5854697388255019,-0.6360669866258296,0,Critical,2
5939,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,0,9.899999999999975,5899.513068372177,0.0417156286476406,0.0194477085667169,0,0,300.54,0.0547722557740117,-0.1000000000000227,300.6,310.46,0.054772255822729,-0.1000000000000227,310.5,1562.4,110.13083128715108,240.0,1462.0,39.48,7.2616802463342225,-8.199999999999996,41.3,65.0,4.949747468305598,3.0,68.0,1.0418388721904353,-0.5632973791919449,-0.590786483029552,2,Degraded,1
5940,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,0,10.0,8985.803219283278,0.051809794143499,0.0432221433334122,0,0,300.52,0.0447213595767723,0.0,300.5,310.46,0.054772255822729,0.1000000000000227,310.4,1553.4,122.36339321871937,-293.0,1702.0,41.42,11.331019371618805,27.8,33.1,68.0,4.123105625617431,2.0,71.0,-1.1085410674235485,1.7084879991574577,-0.5568317710801552,0,Critical,2
5941,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,1,10.0,7890.172781343837,0.0525578135581234,0.0370007007449189,0,0,300.54,0.0547722557740117,0.1000000000000227,300.5,310.48,0.0836660027012955,0.1000000000000227,310.5,1509.6,120.10537040448664,18.0,1409.0,45.08,11.491388079775245,-8.100000000000001,60.9,70.4,3.9749213828701615,2.0,73.0,-0.5986487835684366,1.3040853564064658,-0.5271514231096603,0,Critical,2
5942,L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,0,10.099999999999966,7303.469881310431,0.0542420027439207,0.0337273991420532,0,1,300.56000000000006,0.0547722557756489,0.0,300.6,310.54,0.1140175425463696,0.0999999999999659,310.6,1487.6,121.38080573137968,11.0,1427.0,47.31999999999999,10.65701646803647,-4.299999999999997,52.8,73.0,3.807886552931788,3.0,75.0,-0.32090728700567567,1.0883123957779446,-0.48106624599111364,0,Critical,2
5943,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,0,10.0,6590.01418968019,0.0551724137550535,0.0299310344621165,0,0,300.58000000000004,0.083666002670927,0.0999999999999659,300.6,310.58000000000004,0.130384048136714,0.0,310.7,1485.2,122.12984893136868,12.0,1438.0,47.74,10.398701842057042,-5.100000000000001,48.5,75.4,3.646916505761959,2.0,78.0,-0.009880900423160088,0.8201264169511534,-0.4503714825339499,0,Critical,2
5944,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,0,10.0,6664.710791007042,0.0532121998356831,0.0268007786977282,0,0,300.62,0.0836660026730858,0.0,300.7,310.64,0.0894427191493102,0.0,310.7,1453.0,51.4538628287414,91.0,1450.0,49.38,7.845826916265772,-2.1000000000000014,43.4,77.6,3.646916505761994,2.0,80.0,0.3464189925464801,0.4581265151133552,-0.4203976033348031,0,Critical,2
5945,M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,1,9.900000000000034,5905.356430707854,0.0566037735467629,0.0256064689854403,0,0,300.66,0.0547722557839047,0.0,300.7,310.66,0.0547722558319882,-0.0999999999999659,310.7,1468.0,46.07059799914622,-57.0,1541.0,44.8,5.876648704831744,-3.299999999999997,41.3,79.8,3.4928498393145286,2.0,82.0,0.31811361746373257,0.4172842776654656,-0.38679502299185137,0,Critical,2
5946,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,1,10.0,6593.941180497177,0.0614840988964776,0.0314487632286581,0,0,300.7,0.070710678147119,0.1000000000000227,300.7,310.7,0.0707106781832153,0.1999999999999886,310.6,1465.6,48.9622303413451,-69.0,1484.0,43.14,3.8875442119673287,6.5,38.0,82.2,3.4928498393145664,3.0,84.0,-0.09997789008374273,1.0340036872818241,-0.34171072204895414,0,Critical,2
5947,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,0,10.100000000000025,7269.058969778111,0.0601604277672724,0.031016042760016,0,1,300.72,0.0447213595970607,-0.1000000000000227,300.8,310.72,0.0836660027085915,0.0,310.8,1477.2,47.64136857814787,81.0,1415.0,42.71999999999999,3.2197826013569126,1.8999999999999984,44.5,84.6,3.9749213828703662,3.0,87.0,0.005981704056077074,0.8792391854051483,-0.2952909789794484,0,Critical,2
5948,M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,1,10.100000000000025,6934.332744513631,0.0627986347694207,0.0308532422997588,0,1,300.72,0.0447213595970607,0.0,300.7,310.74,0.0894427191521947,0.0,310.8,1480.2,45.94235518559029,-31.0,1496.0,43.08,3.409838705862886,-1.1999999999999955,46.4,87.0,4.123105625617701,2.0,90.0,-0.020046930589466702,0.9056441682112063,-0.2632926990978336,0,Critical,2
5949,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,0,10.100000000000025,4093.54758750506,0.0449597728135542,0.0087553241794816,0,1,300.72,0.0447213595970607,0.0,300.7,310.76,0.0894427191527809,0.0,310.8,1594.6,291.43832966855774,648.0,1465.0,38.52,11.657057947870076,-26.700000000000003,45.2,89.6,4.2778499272415615,3.0,92.0,3.0944693540768218,-2.2725612289759143,-0.22584703273449291,2,Degraded,1
5950,M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,1,10.100000000000025,6939.149853249135,0.0644090305017204,0.0292164674440793,0,1,300.72,0.0447213595970607,0.0,300.7,310.8,0.0,0.0,310.8,1599.0,289.51079427199073,-607.0,2113.0,39.72,11.89651209388705,25.5,18.5,92.2,3.962322551231907,2.0,95.0,0.15411798116055136,0.7305291276096625,-0.18539480961070764,0,Critical,2
5951,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,0,10.100000000000025,5111.591158876344,0.0592066311076337,0.0171107163901061,0,1,300.7,0.0,0.0,300.7,310.8,0.0,0.0,310.8,1653.8,271.3368754887528,183.0,1506.0,36.6,12.365880478154436,-15.1,44.0,94.8,3.962322551231944,3.0,97.0,1.4077583922499375,-0.5513867186079614,-0.14063488391816842,2,Degraded,1
5952,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,0,10.199999999999989,5079.955320854696,0.0618181817807162,0.0178181818073829,0,1,300.7,0.0,0.0,300.7,310.82,0.0447213596591411,0.0999999999999659,310.8,1684.6,257.3252805303026,-39.0,1689.0,33.2,11.287825299852985,0.5,28.9,97.2,3.962322551231977,2.0,100.0,1.3096110600303141,-0.3826218390150818,-0.10964472714726735,2,Degraded,1
5953,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,0,10.100000000000025,5532.281831118554,0.0665387075709925,0.0216250799605725,0,1,300.7,0.0,0.0,300.7,310.82,0.0447213596591411,-0.0999999999999659,310.9,1704.2,239.53433991809808,-87.0,1650.0,30.92,9.21992407777858,4.399999999999999,29.4,99.6,3.646916505762333,2.0,102.0,0.8177899013261316,0.05276327047522933,-0.07591206252029557,0,Critical,2
5954,M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,1,10.199999999999989,6053.367332593981,0.0713324360219835,0.0261776581250486,0,1,300.7,0.0,0.0,300.7,310.84000000000003,0.0547722558405917,0.0999999999999659,310.8,1578.8,88.5646656404176,-77.0,1563.0,35.0,6.446316777819798,5.100000000000001,33.8,101.8,3.492849839314883,2.0,104.0,0.3871340110861184,0.5624084733938126,-0.04450374840262977,0,Critical,2
5955,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,0,10.099999999999966,4661.327627788343,0.0629330253678215,0.0148383371738808,0,1,300.72,0.0447213595970607,0.1000000000000227,300.7,310.86,0.0547722558415607,0.0,310.9,1624.0,99.15896328622524,246.0,1486.0,31.34,5.116932674952949,-13.2,38.9,104.2,3.4928498393149208,3.0,106.0,1.7466552922221519,-0.7749995172984108,-0.0016716423648846588,2,Degraded,1
5956,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,0,10.100000000000025,5470.015464724404,0.0671506351680879,0.0191167573992034,0,1,300.72,0.0447213595970607,-0.1000000000000227,300.8,310.86,0.0547722558415607,-0.0999999999999659,310.9,1616.8,94.45475107160554,-79.0,1732.0,31.879999999999995,4.934267929490769,5.900000000000002,25.7,106.4,3.646916505762439,2.0,109.0,1.1775936736471095,-0.31041360231766524,0.032617779470633275,2,Degraded,1
5957,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,0,10.199999999999989,5963.632974431944,0.073615635131195,0.0241693810917463,0,1,300.72,0.0447213595970607,0.0,300.7,310.86,0.0547722558415608,0.0999999999999659,310.8,1593.8,98.273597675057,-118.0,1653.0,33.42,5.163041739130247,5.5,31.6,108.6,3.646916505762475,2.0,111.0,0.6136311068816398,0.3347266344620574,0.06470162897874776,0,Critical,2
5958,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,0,10.199999999999989,6377.05609566885,0.0702504581122477,0.0227244960154401,0,1,300.72,0.0447213595970607,0.0,300.7,310.88,0.0447213596627017,0.0,310.9,1608.6,98.0474374983812,102.0,1535.0,34.1,5.441966556310418,0.1000000000000014,37.1,110.8,3.4928498393150305,2.0,113.0,0.8916982801337906,0.05383310541806956,0.09438081864851579,0,Critical,2
5959,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,0,10.199999999999989,6180.612307039879,0.0763209392848526,0.0251141552347591,0,1,300.7,0.070710678147119,-0.0999999999999659,300.7,310.86,0.0547722558415406,-0.0999999999999659,310.9,1618.0,84.69946871143273,-104.0,1637.0,34.02,5.356024645201054,1.2999999999999972,37.2,113.0,3.162277660168898,2.0,115.0,0.48067544336829104,0.3544491738040969,0.12932032183976894,0,Critical,2
5960,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,0,10.199999999999989,7388.355714810427,0.0863570391245594,0.0371552975056928,0,1,300.66,0.0547722557839047,0.0,300.6,310.84000000000003,0.0547722558405379,0.0,310.8,1547.2,109.81438885682957,-155.0,1533.0,39.120000000000005,7.2565143147382365,12.700000000000005,38.5,115.0,3.1622776601689333,2.0,117.0,-0.5755131940879971,1.436666859351237,0.16273771856681984,0,Critical,2
5961,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,0,10.199999999999989,5634.027545192816,0.0753424657065115,0.0208592776956044,0,1,300.62,0.0836660026730858,-0.1000000000000227,300.6,310.82000000000005,0.0836660027117006,-0.1000000000000227,310.8,1537.8,100.07347300857994,228.0,1378.0,39.5,6.799632343002153,-17.700000000000003,51.2,117.0,3.162277660168968,2.0,119.0,0.8716275569842628,-0.1622410987798338,0.1929819831544486,2,Degraded,1
5962,L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,0,10.399999999999975,5205.587611071752,0.0799220272385172,0.0209876543073504,0,1,300.54,0.1516575088894963,-0.1999999999999886,300.5,310.78000000000003,0.0836660027104097,0.0,310.7,1538.6,100.06148110036636,-67.0,1606.0,38.54,7.523496527546284,-1.2000000000000028,33.5,119.0,3.162277660169003,2.0,121.0,0.6953326075251623,-0.08413430046279977,0.22712300509699443,0,Critical,2
5963,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,0,10.300000000000011,4759.135879070106,0.0723379629211007,0.0152199073985995,0,1,300.5,0.1224744871481644,0.1999999999999886,300.3,310.76,0.0547722558366058,0.1000000000000227,310.7,1556.8,127.06573102138503,189.0,1539.0,36.36,9.363119138406873,-5.9999999999999964,32.3,121.0,3.1622776601690377,2.0,123.0,1.6003153794037939,-0.8371227812329123,0.2530344332782169,2,Degraded,1
5964,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,2,10.300000000000011,6294.997695557083,0.0766908212097277,0.0219202898418355,0,1,300.46,0.1140175425179967,-0.1000000000000227,300.5,310.73999999999995,0.0547722558356083,-0.1000000000000227,310.8,1581.4,133.07065792277038,-72.0,1728.0,35.92,9.288810472821645,9.999999999999996,26.3,123.0,3.1622776601690723,2.0,125.0,0.8480700389204345,-0.18347469272007216,0.28700356928419524,2,Degraded,1
5965,H,300.5,310.8,1631,30.5,132,0,0,0,0,0,0,2,10.300000000000011,5209.336578305035,0.0809319435432667,0.0187001839247699,0,1,300.43999999999994,0.0894427191092792,0.1000000000000227,300.4,310.74,0.0547722558356083,0.1000000000000227,310.7,1632.0,69.13392799486347,-25.0,1656.0,31.779999999999998,3.719139685465072,-5.799999999999997,36.3,125.6,4.219004621946352,5.0,127.0,1.1260428835538856,-0.349379327911476,0.3644203978421555,2,Degraded,1
5966,H,300.5,310.9,1447,46.5,137,0,0,0,0,0,0,2,10.399999999999975,7046.121083103867,0.0946786454079622,0.0321354526384689,0,1,300.43999999999994,0.0894427191092792,0.0,300.5,310.78,0.0836660027104097,0.0999999999999659,310.8,1600.2,109.09949587417428,-184.0,1631.0,34.379999999999995,7.668898225951438,16.0,30.5,128.8,5.674504383644888,5.0,132.0,-0.1386729427546322,1.0162830672864422,0.44422753456425057,0,Critical,2
5967,L,300.4,310.8,1396,49.3,142,0,0,0,0,0,0,0,10.400000000000034,7207.10676264932,0.1017191976348716,0.0353151862211209,0,1,300.46,0.0547722557673288,-0.1000000000000227,300.5,310.8,0.070710678186868,-0.0999999999999659,310.9,1571.6,142.71755323014392,-51.0,1447.0,37.78,9.946456655513106,2.799999999999997,46.5,132.6,7.021395872617172,5.0,137.0,-0.47623080431070297,1.2450936362362153,0.5253150611837388,0,Critical,2
5968,L,300.4,310.8,1390,52.5,144,0,0,0,0,0,0,0,10.400000000000034,7641.9241298571715,0.1035971222276279,0.0377697841454893,0,1,300.43999999999994,0.0547722557656917,0.0,300.4,310.8,0.070710678186868,0.0,310.8,1504.0,129.5588669292803,-6.0,1396.0,43.02,9.264556114569157,3.200000000000003,49.3,136.4,7.021395872617201,2.0,142.0,-0.6504167938097556,1.4252870562141327,0.5566730934969533,0,Critical,2
5969,L,300.4,310.8,1348,56.0,146,0,0,0,0,0,0,0,10.400000000000034,7905.084874472877,0.1083086052608986,0.0415430266754131,0,1,300.44,0.0547722557656917,0.0,300.4,310.82000000000005,0.044721359659041,0.0,310.8,1442.4,111.13190361007484,-42.0,1390.0,46.96,9.861947069417912,3.5,52.5,140.2,5.674504383644998,2.0,144.0,-0.939121938720472,1.7218442913154854,0.5886267972448793,0,Critical,2
5970,M,300.4,310.8,1491,35.9,148,0,0,0,0,0,0,1,10.400000000000034,5605.323860314516,0.0992622400407362,0.0240778001179894,0,1,300.42,0.0447213595665823,0.0,300.4,310.82,0.044721359659041,0.0,310.8,1414.4,55.3922377233396,143.0,1348.0,48.040000000000006,7.65819822151402,-20.1,56.0,143.4,4.219004621946587,2.0,146.0,0.45051317970303567,0.2974961955459699,0.6186039964703924,0,Critical,2
5971,L,300.4,310.8,1520,37.6,151,0,0,0,0,0,0,0,10.400000000000034,5984.943444598796,0.0993421051978012,0.0247368420889889,0,1,300.4,0.0,0.0,300.4,310.8,0.0,0.0,310.8,1429.0,72.96574538781172,29.0,1491.0,46.26,9.0190354251439,1.7000000000000028,35.9,146.2,3.492849839315596,3.0,148.0,0.44763205130470274,0.30326657285868686,0.6651491341884348,0,Critical,2
5972,L,300.5,310.8,1509,33.0,153,0,0,0,0,0,0,0,10.300000000000011,5214.729645693697,0.1013916500322122,0.0218687872618497,0,1,300.42,0.0447213595665823,0.1000000000000227,300.4,310.8,0.0,0.0,310.8,1451.6,77.54547053180457,-11.0,1520.0,43.0,10.474015466858964,-4.600000000000001,37.6,148.4,3.6469165057630857,2.0,151.0,0.6702595553725843,0.12512048210992208,0.6962093050845218,0,Critical,2
5973,L,300.5,310.8,1445,46.6,155,0,0,0,0,0,0,0,10.300000000000011,7051.51415049253,0.1072664359119263,0.0322491349257791,0,1,300.44,0.0547722557656917,0.0,300.5,310.8,0.0,0.0,310.8,1462.6,70.17335676735844,-64.0,1509.0,41.82,9.41498805097494,13.6,33.0,150.6,3.646916505763119,2.0,153.0,-0.17838360441454537,0.9976171547819189,0.7280394383093969,0,Critical,2
5974,L,300.5,310.8,1354,51.8,157,0,0,0,0,0,0,0,10.300000000000011,7344.750408778601,0.1159527325583805,0.0382570162198988,0,1,300.46,0.0547722557673288,0.0,300.5,310.8,0.0,0.0,310.8,1463.8,67.7325623315623,-91.0,1445.0,40.98,7.8988606773382815,5.199999999999996,46.6,152.8,3.4928498393157,2.0,155.0,-0.686779593282095,1.518313407435111,0.7607404071891399,0,Critical,2
5975,L,300.5,310.7,1488,39.4,159,0,0,0,0,0,0,0,10.199999999999989,6139.426027351317,0.1068548386378663,0.0264784946058612,0,1,300.48,0.0447213595725976,0.0,300.5,310.78000000000003,0.0447213596566546,-0.1000000000000227,310.8,1463.2,67.44405088663471,134.0,1354.0,41.67999999999999,7.480106951107111,-12.4,51.8,155.0,3.16227766016964,2.0,157.0,0.26346800982090973,0.47786940544307693,0.7915517964085849,0,Critical,2
5976,H,300.5,310.7,1654,28.6,161,0,0,0,0,0,0,2,10.199999999999989,4953.705184082433,0.0973397822869771,0.0172914147416617,0,1,300.5,0.0,0.0,300.5,310.76,0.0547722558366409,0.0,310.7,1490.0,109.295471086404,166.0,1488.0,39.88,9.513779480311754,-10.799999999999995,39.4,157.0,3.1622776601696803,2.0,159.0,1.2573120899141248,-0.5376295166836931,0.820681732615745,2,Degraded,1
5977,H,300.5,310.6,1378,51.5,166,0,0,0,0,0,0,2,10.100000000000025,7431.6468615768945,0.1204644411317384,0.0373730043270152,0,1,300.5,0.0,0.0,300.5,310.72,0.0836660027085303,-0.0999999999999659,310.7,1463.8,118.8831358940324,-276.0,1654.0,43.58,9.763298622904086,22.9,28.6,159.6,4.219004621946807,5.0,161.0,-0.6711508744141276,1.3709307731859004,0.9038299418586435,0,Critical,2
5978,L,300.6,310.7,1750,30.6,171,0,0,0,0,0,0,0,10.099999999999966,5607.74288665778,0.0977142856584489,0.0174857142757224,0,1,300.52,0.044721359576665,0.1000000000000227,300.5,310.7,0.070710678183143,0.0999999999999659,310.6,1524.8,172.83286724462735,372.0,1378.0,40.38,11.061735849314111,-20.9,51.5,162.8,5.674504383645224,5.0,166.0,1.452306231679898,-0.6784870871180504,0.9752576219176785,2,Degraded,1
5979,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,0,10.100000000000025,7020.663710634278,0.1194751380390364,0.0319751380994646,0,1,300.52,0.044721359576665,-0.1000000000000227,300.6,310.66,0.0547722558318948,-0.0999999999999659,310.7,1543.6,153.65806194274018,-302.0,1750.0,39.28,9.84921316654285,15.699999999999996,30.6,166.0,6.0827625302989805,2.0,171.0,-0.21851292829599211,0.9111948151549868,1.0128464140572209,0,Critical,2
5980,H,300.6,310.7,1501,45.3,175,0,0,0,0,0,0,2,10.099999999999966,7120.451165287803,0.1165889406285216,0.0301798800598401,0,1,300.54,0.0547722557739709,0.1000000000000227,300.5,310.66,0.0547722558318948,0.0999999999999659,310.6,1546.2,152.58833507184937,53.0,1448.0,40.46,10.21386312812155,-1.0,46.3,169.2,5.674504383645291,2.0,173.0,0.03751635207089776,0.7699486087320805,1.0415841966314798,0,Critical,2
5981,M,300.6,310.7,1654,32.0,180,0,0,0,0,0,0,1,10.099999999999966,5542.607198973352,0.1088270857866825,0.019347037473188,0,1,300.56,0.0547722557756547,0.0,300.6,310.66,0.0547722558318948,0.0,310.7,1546.2,152.58833507184937,153.0,1501.0,41.14,9.299085976589364,-13.299999999999995,45.3,173.0,5.147815070494478,5.0,175.0,1.1196760857016088,-0.3356492161416497,1.1181779392257236,2,Degraded,1
5982,M,300.7,310.7,1347,46.5,183,0,0,0,0,0,0,1,10.0,6559.174221797451,0.1358574609236396,0.0345211581035477,0,0,300.6,0.0707106781407286,0.0999999999999659,300.6,310.68,0.0447213596508062,0.0,310.7,1540.0,161.50077399195018,-307.0,1654.0,40.14,8.097715727290073,14.5,32.0,176.4,4.979959839196547,3.0,180.0,-0.42083719108859446,1.2899488495391636,1.169024827661701,0,Critical,2
5983,L,300.7,310.8,1486,37.1,186,0,0,0,0,0,0,0,10.100000000000025,5773.262931599915,0.1251682367932919,0.0249663526076942,0,1,300.62,0.0836660026731593,0.0,300.7,310.7,0.070710678183143,0.1000000000000227,310.7,1487.2,110.91302899118288,139.0,1347.0,41.44,6.558810867832746,-9.4,46.5,179.4,5.412947441090746,3.0,183.0,0.46335896832871176,0.4551127895549596,1.2131903766125347,0,Critical,2
5984,H,300.8,310.8,1466,45.2,188,0,0,0,0,0,0,2,10.0,6939.066077445039,0.1282401090530422,0.0308321964319016,0,0,300.68,0.0836660026764765,0.1000000000000227,300.7,310.74,0.0547722558356777,0.0,310.8,1490.8,109.6070253222802,-20.0,1486.0,41.22,6.370792729323484,8.100000000000001,37.1,182.4,5.128352561984328,2.0,186.0,0.0335916069449655,0.9487591224058872,1.2437787075417595,0,Critical,2
5985,H,300.7,310.8,1346,52.0,193,0,0,0,0,0,0,2,10.100000000000025,7329.545100335226,0.1433878156438426,0.038632986598341,0,1,300.7,0.0707106781472622,-0.1000000000000227,300.8,310.76000000000005,0.054772255836635,0.0,310.8,1459.8,126.602527620893,-120.0,1466.0,42.56,7.95191800762564,6.799999999999997,45.2,186.0,4.949747468307011,5.0,188.0,-0.6586524153359545,1.6083100676259816,1.3247793488589166,0,Critical,2
5986,L,300.7,310.7,1314,42.4,198,0,0,0,0,0,0,0,10.0,5834.314548834677,0.1506849313921728,0.0322678842981218,1,0,300.72,0.0447213595973157,0.0,300.7,310.76,0.054772255836635,-0.1000000000000227,310.8,1391.8,78.32113380179686,-32.0,1346.0,44.64,5.472933399923742,-9.6,52.0,189.6,5.941380311006195,5.0,193.0,-0.30565928668491227,1.1772142417968994,1.4053882430928466,0,Critical,2
