udi,type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,machine_failure,twf,hdf,pwf,osf,rnf,type_enc,temp_diff,power_W,wear_rate,torque_speed_ratio,high_wear_flag,thermal_overload,air_temperature_roll_mean_5,air_temperature_roll_std_5,air_temperature_delta,air_temperature_lag1,process_temperature_roll_mean_5,process_temperature_roll_std_5,process_temperature_delta,process_temperature_lag1,rotational_speed_roll_mean_5,rotational_speed_roll_std_5,rotational_speed_delta,rotational_speed_lag1,torque_roll_mean_5,torque_roll_std_5,torque_delta,torque_lag1,tool_wear_roll_mean_5,tool_wear_roll_std_5,tool_wear_delta,tool_wear_lag1
5375,L,302.9,312.3,1515,40.8,183,0,0,0,0,0,0,0,9.400000000000034,6472.937503456409,0.12079207912819004,0.026930693051530893,0,0,302.91999999999996,0.04472135982558345,0.0,302.9,312.32000000000005,0.04472135974920034,0.0,312.3,1579.0,145.7189074897249,-294.0,1809.0,39.480000000000004,9.195488024025728,15.799999999999997,25.0,175.8,5.890670590009533,3.0,180.0
5376,L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,0,9.400000000000034,5591.720764124472,0.12091503260070913,0.02281045750143107,0,0,302.9,0.0,0.0,302.9,312.3,0.0,0.0,312.3,1559.6,144.17974892473285,15.0,1515.0,39.04,9.3884503513626,-5.899999999999999,40.8,179.2,5.118593556828208,2.0,183.0
5377,H,302.8,312.3,1336,57.5,187,0,0,0,0,0,0,2,9.5,8044.571588292265,0.1399700597754715,0.043038922123473856,0,0,302.88,0.044721359821077555,-0.0999999999999659,302.9,312.3,0.0,0.0,312.3,1539.8,170.04617020091635,-194.0,1530.0,41.0,12.23866822820199,22.6,34.9,182.0,4.690415759823779,2.0,185.0
5378,L,302.9,312.4,2030,19.1,192,0,0,0,0,0,0,0,9.5,4060.2990652545686,0.09458128074158557,0.009408866990438983,0,0,302.88,0.044721359821077555,0.0999999999999659,302.8,312.32000000000005,0.04472135974920034,0.0999999999999659,312.3,1644.0,274.19062711916143,694.0,1336.0,35.46,14.930271263443274,-38.4,57.5,185.4,4.505552130427885,5.0,187.0
5379,L,302.9,312.4,1550,36.9,194,0,0,0,0,0,0,0,9.5,5989.44639406894,0.12516129024183142,0.023806451597544222,0,0,302.88,0.044721359821077555,0.0,302.9,312.34000000000003,0.054772255913847115,0.0,312.4,1592.2,259.28594254220377,-480.0,2030.0,37.839999999999996,13.747654345378354,17.799999999999997,19.1,188.2,4.658325879541198,2.0,192.0
5380,L,302.9,312.4,1446,41.7,196,0,0,0,0,0,0,0,9.5,6314.412738156269,0.13554633462272037,0.028838174253915508,1,0,302.88,0.044721359821077555,0.0,302.9,312.36,0.05477225591453856,0.0,312.4,1578.4,266.1668649550485,-104.0,1550.0,38.019999999999996,13.801883929377192,4.800000000000004,36.9,190.8,4.658325879541198,2.0,194.0
5381,L,302.8,312.3,1494,37.5,198,0,0,0,0,0,0,0,9.5,5866.924280578939,0.13253012039321946,0.025100401589624895,1,0,302.86,0.054772255970010134,-0.0999999999999659,302.9,312.36,0.05477225591453856,-0.0999999999999659,312.4,1571.2,268.2819412483796,48.0,1446.0,38.54,13.703576175582796,-4.200000000000003,41.7,193.4,4.219004621946182,2.0,196.0
5382,L,302.8,312.4,1651,27.0,200,0,0,0,0,0,0,0,9.599999999999966,4668.092523969073,0.12113870374249623,0.01635372500523699,1,0,302.86,0.054772255970010134,0.0,302.8,312.38,0.04472135975174086,0.0999999999999659,312.3,1634.2,234.04315841314184,157.0,1494.0,32.44,9.203151634087082,-10.5,37.5,196.0,3.1622776601688907,2.0,198.0
5383,L,302.9,312.4,1698,33.8,202,0,0,0,0,0,0,0,9.5,6010.11807372956,0.11896348638459157,0.01990577148415443,1,0,302.86,0.054772255970010134,0.0999999999999659,302.8,312.38,0.04472135975174086,0.0,312.4,1567.8,105.44287552982897,47.0,1651.0,35.379999999999995,5.465070905303979,6.799999999999997,27.0,198.0,3.1622776601688907,2.0,200.0
5384,L,302.8,312.3,1504,40.3,204,0,0,0,0,0,0,0,9.5,6347.190021508723,0.1356382977821554,0.026795212748141478,1,0,302.84000000000003,0.05477225596817709,-0.0999999999999659,302.9,312.36,0.05477225591453856,-0.0999999999999659,312.4,1558.6,109.31971459896428,-194.0,1698.0,36.06,5.896015603778549,6.5,33.8,200.0,3.1622776601688907,2.0,202.0
5385,M,302.9,312.4,1421,46.0,206,0,0,0,0,0,0,1,9.5,6845.111513151681,0.14496833205843185,0.032371569294601284,1,0,302.84000000000003,0.05477225596817709,0.0999999999999659,302.8,312.36,0.05477225591453856,0.0999999999999659,312.3,1553.6,116.11761278978742,-83.0,1504.0,36.92,7.112453866282735,5.700000000000003,40.3,202.0,3.1622776601688907,2.0,204.0
5386,H,302.9,312.3,1754,26.9,209,0,0,0,0,0,0,2,9.400000000000034,4940.95031790886,0.11915621429922678,0.015336373993536843,1,0,302.86,0.05477225596999327,0.0,302.9,312.36,0.05477225591453856,-0.0999999999999659,312.4,1605.6,138.76346781483593,333.0,1421.0,34.8,8.36570379585603,-19.1,46.0,204.2,3.4928498393150615,3.0,206.0
5387,L,302.9,312.2,1469,42.0,214,0,0,0,0,0,0,0,9.300000000000011,6460.999451372769,0.1456773314188718,0.028590878128937455,1,0,302.88,0.04472135982101559,0.0,302.9,312.32000000000005,0.0836660027598771,-0.10000000000002274,312.3,1569.2,147.4744045588895,-285.0,1754.0,37.8,7.515650337795148,15.100000000000001,26.9,207.0,4.690415759823778,5.0,209.0
5388,L,302.8,312.2,1433,50.0,216,0,0,0,0,0,0,0,9.399999999999977,7503.170454323622,0.15073272843633445,0.03489183528618853,1,0,302.86,0.05477225596997316,-0.0999999999999659,302.9,312.28000000000003,0.0836660027589633,0.0,312.2,1516.2,136.8491870637126,-36.0,1469.0,41.04,8.750599979430023,8.0,42.0,209.8,5.118593556828208,2.0,214.0
5389,M,302.8,312.3,1432,49.0,218,0,0,0,0,0,0,1,9.5,7347.975777236286,0.15223463676519927,0.0342178770710769,1,0,302.86,0.05477225596997316,0.0,302.8,312.28000000000003,0.0836660027589633,0.10000000000002274,312.2,1501.8,142.13971999409245,-1.0,1433.0,42.78,9.407018656301311,-1.0,50.0,212.6,4.979959839195817,2.0,216.0
5390,L,302.8,312.3,1366,49.1,221,0,0,0,0,0,0,0,9.5,7023.616807728654,0.16178623707043466,0.035944363077639555,1,0,302.84,0.05477225596814013,0.0,302.8,312.26,0.05477225591106059,0.0,312.3,1490.8,151.7586900312434,-66.0,1432.0,43.4,9.76754831060492,0.10000000000000142,49.0,215.6,4.505552130427885,3.0,218.0
5391,H,302.8,312.3,1483,47.2,223,0,0,0,0,0,0,2,9.5,7330.131530963897,0.15037086975699873,0.031827376917176416,1,0,302.82000000000005,0.04472135981429726,0.0,302.8,312.26,0.05477225591106059,0.0,312.3,1436.6,45.33541661878717,117.0,1366.0,47.46,3.216830738475608,-1.8999999999999986,49.1,218.4,3.64691650576254,2.0,221.0
5392,L,302.7,312.2,1572,34.4,228,0,0,0,0,0,0,0,9.5,5662.909253654817,0.14503816784666781,0.021882951640023567,1,0,302.78000000000003,0.04472135980984856,-0.10000000000002274,302.8,312.26,0.05477225591106059,-0.10000000000002274,312.3,1457.2,76.4571775571071,89.0,1483.0,45.94,6.530543622088543,-12.800000000000004,47.2,221.2,4.658325879541198,5.0,223.0
5393,L,302.8,312.2,1481,40.2,230,0,0,0,0,0,0,0,9.399999999999977,6234.616284755089,0.1553004725487505,0.027143821723738134,1,0,302.78000000000003,0.04472135980984856,0.10000000000002274,302.7,312.26,0.05477225591106059,0.0,312.2,1466.8,75.66835534091514,-91.0,1572.0,43.980000000000004,6.4778082713214875,5.800000000000004,34.4,224.0,4.949747468306165,2.0,228.0
5394,L,302.8,312.3,1473,42.6,232,0,0,0,0,0,0,0,9.5,6571.143689807627,0.15750169710963902,0.028920570245131994,1,0,302.78000000000003,0.04472135980984856,0.0,302.8,312.26,0.05477225591106059,0.10000000000002274,312.2,1475.0,73.13343968390247,-8.0,1481.0,42.7,5.838664230798078,2.3999999999999986,40.2,226.8,4.658325879541198,2.0,230.0
5395,M,302.8,312.3,1262,70.5,234,1,0,0,1,1,0,1,9.5,9317.02133275125,0.18541996815735343,0.055863708355100065,1,0,302.78,0.04472135980984856,0.0,302.8,312.26,0.05477225591106059,0.0,312.3,1454.2,114.80287452846729,-211.0,1473.0,46.980000000000004,13.934202524723165,27.9,42.6,229.4,4.219004621946182,2.0,232.0
5396,L,302.8,312.4,1529,36.8,237,0,0,0,0,0,0,0,9.599999999999966,5892.28740526892,0.15500327000980818,0.024068018296881606,1,0,302.78000000000003,0.04472135980984856,0.0,302.8,312.28000000000003,0.0836660027589633,0.0999999999999659,312.3,1463.4,119.43743131865739,267.0,1262.0,44.9,14.650938536489777,-33.7,70.5,232.2,3.4928498393150615,3.0,234.0
5397,L,302.8,312.4,1523,39.7,239,0,0,0,0,0,0,0,9.599999999999966,6331.681025775501,0.15692711742815027,0.026066973062332913,1,0,302.8,0.0,0.0,302.8,312.32,0.08366600275989917,0.0,312.4,1453.6,109.93088737929394,-6.0,1529.0,45.96,13.87238263601467,2.9000000000000057,36.8,234.4,3.6469165057625403,2.0,237.0
5398,M,302.8,312.3,1416,42.7,241,0,0,0,0,0,0,1,9.5,6331.691497751013,0.1701977399927982,0.030155367210342253,1,0,302.8,0.0,0.0,302.8,312.34,0.05477225591390809,-0.0999999999999659,312.4,1440.6,109.72374401194577,-107.0,1523.0,46.46,13.65624399313374,3.0,39.7,236.6,3.6469165057625403,2.0,239.0
5399,L,302.9,312.4,1923,23.9,244,0,0,0,0,0,0,0,9.5,4812.888529373026,0.12688507533703325,0.012428497133422516,1,0,302.82,0.04472135981426866,0.0999999999999659,302.8,312.36,0.054772255914646226,0.0999999999999659,312.3,1530.6,244.6002861813514,507.0,1416.0,42.72,17.103274540274473,-18.800000000000004,42.7,239.0,3.807886552932383,3.0,241.0
5400,H,302.8,312.4,1411,53.8,246,1,0,0,0,1,0,2,9.599999999999966,7949.465106692588,0.17434443644624772,0.03812898650735011,1,0,302.82000000000005,0.04472135981426866,-0.0999999999999659,302.9,312.38,0.04472135975192993,0.0,312.4,1560.4,210.37775547809,-512.0,1923.0,39.38,10.785963100252129,29.9,23.9,241.4,3.6469165057625403,2.0,244.0
5401,L,302.7,312.4,1477,46.3,251,1,0,0,0,1,0,0,9.699999999999989,7161.270925833444,0.1699390655586059,0.03134732563889822,1,0,302.8,0.07071067828441753,-0.10000000000002274,302.8,312.38,0.04472135975192993,0.0,312.4,1550.0,213.5790251873976,66.0,1411.0,41.28,11.051334761014198,-7.5,53.8,244.2,4.658325879541198,5.0,246.0
5402,M,302.6,312.3,1454,54.8,253,1,1,0,0,1,0,1,9.699999999999989,8343.986312130395,0.17400275091196507,0.03768913339911338,1,0,302.76,0.1140175426110015,-0.0999999999999659,302.7,312.36,0.05477225591464623,-0.0999999999999659,312.4,1536.2,217.94425892874312,-23.0,1477.0,44.3,12.482187308320654,8.5,46.3,247.0,4.949747468306165,2.0,251.0
5403,L,302.7,312.3,1421,48.5,0,0,0,0,0,0,0,0,9.600000000000023,7217.128443214272,0.0,0.03413089371278614,0,0,302.74,0.11401754261015395,0.0999999999999659,302.6,312.36,0.05477225591464623,0.0,312.3,1537.2,217.2652756424713,-33.0,1454.0,45.46,12.565548137665996,-6.299999999999997,54.8,198.8,111.19217598374449,-253.0,253.0
5404,L,302.7,312.3,1858,25.4,2,0,0,0,0,0,0,0,9.600000000000023,4942.060347313127,0.0010764262642215144,0.01367061355561323,0,0,302.7,0.0707106782775684,0.0,302.7,312.34000000000003,0.05477225591390809,0.0,312.3,1524.2,188.4428295266207,437.0,1421.0,45.760000000000005,11.923631997005,-23.1,48.5,150.4,136.40857744291597,2.0,0.0
5405,H,302.8,312.5,1422,46.1,4,0,0,0,0,0,0,2,9.699999999999989,6864.8197710652,0.0028129395198221237,0.03241912796594998,0,0,302.7,0.0707106782775684,0.10000000000002274,302.7,312.36,0.08944271920049249,0.19999999999998863,312.3,1526.4,186.84833421788653,-436.0,1858.0,44.22,11.094007391380323,20.700000000000003,25.4,102.0,136.93976778131326,2.0,2.0
5406,L,302.7,312.4,1444,48.7,9,0,0,0,0,0,0,0,9.699999999999989,7364.186395328809,0.0062326869762931525,0.033725761749497395,0,0,302.7,0.0707106782775684,-0.10000000000002274,302.8,312.36,0.08944271920049249,-0.10000000000002274,312.5,1519.8,189.59219393213166,22.0,1422.0,44.7,11.257219905465172,2.6000000000000014,46.1,53.6,111.51815995612554,5.0,4.0
5407,L,302.7,312.4,1360,47.8,11,0,0,0,0,0,0,0,9.699999999999989,6807.621840818842,0.008088235288170414,0.03514705879768598,0,0,302.71999999999997,0.0447213598034464,0.0,302.7,312.38,0.08366600276132254,0.0,312.4,1501.0,202.00247523235706,-84.0,1444.0,43.3,10.058578428386445,-0.9000000000000057,48.7,5.2,4.658325879541041,2.0,9.0
5408,L,302.7,312.4,1954,24.8,13,0,0,0,0,0,0,0,9.699999999999989,5074.635557294617,0.006653019443882794,0.012691914016022562,0,0,302.71999999999997,0.0447213598034464,0.0,302.7,312.4,0.07071067824691184,0.0,312.4,1607.6,276.22961463246304,594.0,1360.0,38.559999999999995,12.324487818972457,-22.999999999999996,47.8,7.8,4.658325879541041,2.0,11.0
5409,L,302.6,312.4,1628,33.0,15,0,0,0,0,0,0,0,9.799999999999955,5625.964124048603,0.009213759208099656,0.02027027025781924,0,0,302.7,0.0707106782775684,-0.0999999999999659,302.7,312.41999999999996,0.04472135975370305,0.0,312.4,1561.6,241.0120328946234,-326.0,1954.0,40.08,10.650680729418221,8.2,24.8,10.4,4.219004621946013,2.0,13.0
5410,L,302.7,312.4,1433,44.2,17,0,0,0,0,0,0,0,9.699999999999989,6632.802681622082,0.0118632239973041,0.03084438239299066,0,0,302.67999999999995,0.044721359799089054,0.0999999999999659,302.6,312.4,0.0,0.0,312.4,1563.8,239.4644023649424,-195.0,1628.0,39.7,10.41345283755588,11.200000000000003,33.0,13.0,3.162277660168667,2.0,15.0
5411,M,302.7,312.5,1417,51.5,19,0,0,0,0,0,0,1,9.800000000000011,7641.976489734731,0.013408609729422294,0.0363443895297499,0,0,302.67999999999995,0.044721359799089054,0.0,302.7,312.41999999999996,0.04472135975370305,0.10000000000002274,312.4,1558.4,243.1178726461694,-16.0,1433.0,40.260000000000005,11.072849678380027,7.299999999999997,44.2,15.0,3.162277660168667,2.0,17.0
5412,L,302.8,312.6,1462,39.4,22,0,0,0,0,0,0,0,9.800000000000011,6032.151110206738,0.015047879606670396,0.026949384386491526,0,0,302.7,0.0707106782775684,0.10000000000002274,302.7,312.46,0.08944271920276015,0.10000000000002274,312.5,1578.8,225.98384898040618,45.0,1417.0,38.58,10.24948779208017,-12.100000000000001,51.5,17.2,3.492849839314857,3.0,19.0
5413,L,302.9,312.6,1328,59.9,24,0,0,0,0,0,0,0,9.700000000000045,8330.163304454602,0.018072289143017853,0.04510542165278206,0,0,302.74,0.11401754261015395,0.0999999999999659,302.8,312.5,0.1000000000927261,0.0,312.6,1453.6,109.57326316213738,-134.0,1462.0,45.6,10.46971823880669,20.5,39.4,19.4,3.6469165057623436,2.0,22.0
5414,H,302.7,312.5,1527,36.4,26,0,0,0,0,0,0,2,9.800000000000011,5820.617204865024,0.017026850021593418,0.023837590030230782,0,0,302.75999999999993,0.08944271922886475,-0.19999999999998863,302.9,312.52,0.08366600276470175,-0.10000000000002274,312.6,1433.4,72.38300905598638,199.0,1328.0,46.28,9.513516699938124,-23.5,59.9,21.6,3.6469165057623436,2.0,24.0
5415,L,302.6,312.3,1534,34.3,31,0,0,0,0,0,0,0,9.699999999999989,5509.955579327042,0.020208604941193867,0.02235984353170805,0,0,302.74,0.11401754261015397,-0.0999999999999659,302.7,312.5,0.12247448721486509,-0.19999999999998863,312.5,1453.6,85.20152580792792,7.0,1527.0,44.3,10.972921215428519,-2.1000000000000014,36.4,24.4,4.505552130427726,5.0,26.0
5416,M,302.6,312.4,1410,50.3,33,0,0,0,0,0,0,1,9.799999999999955,7427.03919235163,0.02340425530255017,0.03567375883994768,0,0,302.71999999999997,0.13038404819096594,0.0,302.6,312.48,0.1303840481748714,0.0999999999999659,312.3,1452.2,86.00697646120929,-124.0,1534.0,44.059999999999995,10.787631806842558,16.0,34.3,27.2,4.658325879541042,2.0,31.0
5417,L,302.6,312.3,1660,30.3,36,0,0,0,0,0,0,0,9.699999999999989,5267.1942430086465,0.0216867469748875,0.01825301203719698,0,0,302.68,0.13038404818949345,0.0,302.6,312.41999999999996,0.13038404817394933,-0.0999999999999659,312.4,1491.8,127.31142918056891,250.0,1410.0,42.239999999999995,12.41523257937607,-19.999999999999996,50.3,30.0,4.949747468306017,3.0,33.0
5418,L,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,0,9.799999999999955,6647.484391289858,0.02741702739724601,0.03304473302089124,0,0,302.62,0.04472135979273301,0.0,302.6,312.38,0.08366600276137222,0.0999999999999659,312.3,1503.4,110.13991102229481,-274.0,1660.0,39.42,8.330486180289874,15.499999999999996,30.3,32.8,4.658325879541043,2.0,36.0
5419,L,302.6,312.4,1398,41.6,40,0,0,0,0,0,0,0,9.799999999999955,6090.16585454303,0.028612303269948278,0.02975679540074621,0,0,302.6,0.0,0.0,302.6,312.36,0.054772255914701376,0.0,312.4,1477.6,118.05422482909714,12.0,1386.0,40.46,8.182481286260344,-4.199999999999996,45.8,35.6,3.6469165057623463,2.0,38.0
5420,L,302.6,312.3,1321,53.4,42,0,0,0,0,0,0,0,9.699999999999989,7387.078133797968,0.03179409535821794,0.040423921241162813,0,0,302.6,0.0,0.0,302.6,312.36,0.054772255914701376,-0.0999999999999659,312.4,1435.0,130.39938650162054,-77.0,1398.0,44.279999999999994,9.004832036190416,11.799999999999997,41.6,37.8,3.49284983931486,2.0,40.0
5421,L,302.6,312.3,1512,34.2,44,0,0,0,0,0,0,0,9.699999999999989,5415.100425139655,0.029100529081282717,0.022619047604087932,0,0,302.6,0.0,0.0,302.6,312.34000000000003,0.05477225591396323,0.0,312.3,1455.4,133.4533626402835,191.0,1321.0,41.06,9.190647420067904,-19.199999999999996,53.4,40.0,3.1622776601686713,2.0,42.0
5422,M,302.6,312.3,1566,36.6,46,0,0,0,0,0,0,1,9.699999999999989,6002.075596536371,0.029374201769237416,0.02337164749465412,0,0,302.6,0.0,0.0,302.6,312.34000000000003,0.05477225591396323,0.0,312.3,1436.6,99.8038075425934,54.0,1512.0,42.32,7.649313694704969,2.3999999999999986,34.2,42.0,3.1622776601686713,2.0,44.0
5423,M,302.7,312.4,1422,44.5,49,0,0,0,0,0,0,1,9.699999999999989,6626.5613842169505,0.034458509117821015,0.03129395215802113,0,0,302.62,0.04472135979273301,0.0999999999999659,302.6,312.34,0.05477225591396323,0.0999999999999659,312.3,1443.8,96.48419559699414,-144.0,1566.0,42.06,7.522499584579647,7.899999999999999,36.6,44.2,3.49284983931486,3.0,46.0
5424,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,0,9.699999999999989,5484.655286490133,0.03157255614355036,0.01930783241086349,0,0,302.62,0.04472135979273301,-0.0999999999999659,302.7,312.32000000000005,0.04472135974928535,-0.0999999999999659,312.4,1493.6,126.51995889976818,225.0,1422.0,40.1,8.834591105421953,-12.7,44.5,46.6,3.974921382870589,3.0,49.0
5425,L,302.6,312.2,1377,45.5,54,0,0,0,0,0,0,0,9.599999999999966,6561.059177389604,0.03921568624603072,0.0330428467443407,0,0,302.62,0.04472135979273301,0.0,302.6,312.3,0.07071067824414044,-0.10000000000002274,312.3,1504.8,108.63562951444169,-270.0,1647.0,38.52,6.164170666034521,13.7,31.8,49.0,4.123105625617883,2.0,52.0
5426,L,302.5,312.2,1775,27.9,56,0,0,0,0,0,0,0,9.699999999999989,5185.98407291335,0.03154929575687363,0.015718309850299542,0,0,302.6,0.0707106782708208,-0.10000000000002274,302.6,312.28,0.08366600275899558,0.0,312.2,1557.4,163.04079244164336,398.0,1377.0,37.260000000000005,7.716411082880454,-17.6,45.5,51.4,3.974921382870589,2.0,54.0
5427,L,302.6,312.3,1554,42.0,58,0,0,0,0,0,0,0,9.699999999999989,6834.8489771499535,0.03732303729901992,0.027027027009635114,0,0,302.6,0.0707106782708208,0.10000000000002274,302.5,312.28000000000003,0.08366600275899558,0.10000000000002274,312.2,1555.0,162.97085629031662,-221.0,1775.0,38.34,7.97452192924444,14.100000000000001,27.9,53.8,3.49284983931486,2.0,56.0
5428,L,302.7,312.4,1423,51.9,60,0,0,0,0,0,0,0,9.699999999999989,7733.941378680817,0.042164441291521824,0.03647224171716638,0,0,302.6,0.0707106782708208,0.0999999999999659,302.6,312.28,0.08366600275899558,0.0999999999999659,312.3,1555.2,162.76731858699102,-131.0,1554.0,39.82000000000001,9.865951550661531,9.899999999999999,42.0,56.0,3.1622776601686713,2.0,58.0
5429,L,302.7,312.4,1453,47.3,62,0,0,0,0,0,0,0,9.699999999999989,7197.064138133344,0.04267033720394333,0.03255333789913741,0,0,302.62,0.08366600278315987,0.0,302.7,312.3,0.10000000008872788,0.0,312.4,1516.4,158.4796516906793,30.0,1423.0,42.92,9.123157348199202,-4.600000000000001,51.9,58.0,3.1622776601686713,2.0,60.0
5430,L,302.8,312.4,1590,34.4,64,0,0,0,0,0,0,0,9.599999999999966,5727.75172602491,0.040251572301728565,0.021635220112179103,0,0,302.66,0.11401754260682116,0.10000000000002274,302.7,312.34000000000003,0.08944271920007743,0.0,312.4,1559.0,139.08091170250154,137.0,1453.0,40.7,9.672383367092147,-12.899999999999999,47.3,60.0,3.1622776601686713,2.0,62.0
5431,L,302.8,312.5,1694,28.4,66,0,0,0,0,0,0,0,9.699999999999989,5038.025530904783,0.038961038938039524,0.016765053118792766,0,0,302.72,0.08366600278891022,0.0,302.8,312.4,0.07071067824697315,0.10000000000002274,312.4,1542.8,109.12240833119031,104.0,1590.0,40.8,9.50815439504433,-6.0,34.4,62.0,3.1622776601686713,2.0,64.0
5432,L,302.8,312.5,1462,43.4,68,0,0,0,0,0,0,0,9.699999999999989,6644.552238146509,0.04651162787516304,0.029685362496795233,0,0,302.76,0.054772255961009715,0.0,302.8,312.43999999999994,0.05477225591766694,0.0,312.5,1524.4,114.39099614916829,-232.0,1694.0,41.08,9.572721661053395,15.0,28.4,64.0,3.1622776601686713,2.0,66.0
5433,L,302.8,312.4,1392,46.2,70,0,0,0,0,0,0,0,9.599999999999966,6734.569339647368,0.050287356285713104,0.03318965514857065,0,0,302.78,0.04472135980993438,0.0,302.8,312.43999999999994,0.05477225591766695,-0.10000000000002274,312.5,1518.2,121.85729358556685,-70.0,1462.0,39.940000000000005,8.203535823046105,2.8000000000000043,43.4,66.0,3.1622776601686713,2.0,68.0
5434,L,302.9,312.5,1550,45.5,72,0,0,0,0,0,0,0,9.600000000000023,7385.360729814006,0.04645161287325702,0.02935483869073881,0,0,302.82000000000005,0.044721359814227375,0.0999999999999659,302.8,312.4599999999999,0.054772255918416765,0.10000000000002274,312.4,1537.6,116.48519219196504,158.0,1392.0,39.58,7.8308364815006,-0.7000000000000028,46.2,68.0,3.1622776601686713,2.0,70.0
5435,L,302.9,312.5,1629,30.4,74,0,0,0,0,0,0,0,9.600000000000023,5185.889825133742,0.045426642083838766,0.018661755666874304,0,0,302.84000000000003,0.05477225596802599,0.0,302.9,312.48,0.04472135975655502,0.0,312.5,1545.4,122.04425426868333,79.0,1550.0,38.779999999999994,8.653438622882849,-15.100000000000001,45.5,70.0,3.1622776601686713,2.0,72.0
5436,M,303.0,312.5,1524,42.1,76,0,0,0,0,0,0,1,9.5,6718.861376379418,0.049868766371477184,0.027624671897884073,0,0,302.88,0.08366600279812342,0.10000000000002274,302.9,312.48,0.04472135975655502,0.0,312.5,1511.4,89.6872343201586,-105.0,1629.0,41.52,6.427830115987892,11.700000000000003,30.4,72.0,3.1622776601686713,2.0,74.0
5437,M,302.9,312.5,1679,30.9,79,0,0,0,0,0,0,1,9.600000000000023,5432.976087338579,0.04705181652945097,0.018403811781772594,0,0,302.9,0.07071067829125913,-0.10000000000002274,303.0,312.48,0.04472135975655502,0.0,312.5,1554.8,110.00772700132947,155.0,1524.0,39.02,7.798525501657389,-11.200000000000003,42.1,74.2,3.49284983931486,3.0,76.0
5438,M,302.9,312.6,1394,46.4,82,0,0,0,0,0,0,1,9.700000000000045,6773.441312747786,0.05882352936956705,0.033285509301803795,0,0,302.91999999999996,0.04472135982509332,0.0,302.9,312.52,0.044721359758433006,0.10000000000002274,312.5,1555.2,109.2689342860039,-285.0,1679.0,39.059999999999995,7.844934671493488,15.5,30.9,76.6,3.9749213828705905,3.0,79.0
5439,L,302.9,312.5,1683,32.1,85,0,0,0,0,0,0,0,9.600000000000023,5657.411466511036,0.05050505047504156,0.019073083767633343,0,0,302.91999999999996,0.04472135982509332,0.0,302.9,312.52,0.044721359758433006,-0.10000000000002274,312.6,1581.8,123.01097512010479,289.0,1394.0,36.379999999999995,7.369328327602204,-14.299999999999997,46.4,79.2,4.4384682042346375,3.0,82.0
5440,L,303.0,312.5,1626,30.5,87,0,0,0,0,0,0,0,9.5,5193.366815649287,0.05350553502244432,0.018757687565339673,0,0,302.94,0.054772255976915506,0.10000000000002274,302.9,312.52,0.044721359758433006,0.0,312.5,1581.2,122.73019188447087,-57.0,1683.0,36.4,7.349149610669272,-1.6000000000000014,32.1,81.8,4.4384682042346375,2.0,85.0
5441,H,303.0,312.5,1698,30.0,89,0,0,0,0,0,0,2,9.5,5334.424325795469,0.052414605387270545,0.017667844512563105,0,0,302.94,0.054772255976915506,0.0,303.0,312.52,0.044721359758433006,0.0,312.5,1616.0,127.04920306715441,72.0,1626.0,33.98,6.986200684205975,-0.5,30.5,84.4,3.9749213828705905,2.0,87.0
5442,M,303.0,312.6,1392,42.9,94,0,0,0,0,0,0,1,9.600000000000023,6253.528672529698,0.06752873558367188,0.030818965495101314,0,0,302.96,0.054772255978703145,0.0,303.0,312.53999999999996,0.0547722559214634,0.10000000000002274,312.5,1558.6,153.54087403684738,-306.0,1698.0,36.38,7.689408299732841,12.899999999999999,30.0,87.4,4.505552130427726,5.0,89.0
5443,L,303.1,312.7,1353,51.8,97,0,0,0,0,0,0,0,9.599999999999966,7339.325925463402,0.07169253505418141,0.03828529191553193,0,0,303.0,0.07071067829819265,0.10000000000002274,303.0,312.56,0.0894427192051287,0.0999999999999659,312.6,1550.4,165.18262620505536,-39.0,1392.0,37.46,9.592340694533343,8.899999999999999,42.9,90.4,4.979959839195674,3.0,94.0
5444,M,303.0,312.7,1426,46.8,99,0,0,0,0,0,0,1,9.699999999999989,6988.661353469709,0.06942496488820128,0.03281907431078606,0,0,303.02,0.044721359836049045,-0.10000000000002274,303.1,312.6,0.10000000009485419,0.0,312.7,1499.0,153.15351775261007,73.0,1353.0,40.39999999999999,9.789535229008616,-5.0,51.8,93.2,5.118593556828065,2.0,97.0
5445,L,303.0,312.7,2024,19.9,102,0,0,0,0,0,0,0,9.699999999999989,4217.860408807608,0.0503952568920972,0.009832015805418964,0,0,303.02,0.044721359836049045,0.0,303.0,312.64,0.08944271920695544,0.0,312.7,1578.6,283.5662180161788,598.0,1426.0,38.28,13.06816743082214,-26.9,46.8,96.2,4.969909455915849,3.0,99.0
5446,M,303.0,312.8,1648,32.1,104,0,0,0,0,0,0,1,9.800000000000011,5539.758821634097,0.06310679607821189,0.019478155327986555,0,0,303.02,0.044721359836049045,0.0,303.0,312.7,0.0707106782557275,0.10000000000002274,312.7,1568.6,279.15013881422135,-376.0,2024.0,38.699999999999996,12.765774555427516,12.200000000000003,19.9,99.2,3.9623225512320124,2.0,102.0
